,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
MB-0891,-0.37961295,-0.7262726,-0.5691869,-0.560222,0.6624602,1.2822088,-0.5703861,-0.55815756,-0.5313779,-0.6842122,-0.08118385,2.6253548,-0.70214677,-0.4877696,-0.3687428,-0.8436509,2.049179,-0.70086503,0.5082861,-0.0066339374,1.4483454,-0.49798006,-0.49579972,-0.6533296,1.3080633,0.954303,-0.3645919,-0.5133693,-0.4886482,-0.642254,-0.51372105,-0.17149454,-0.35465106,1.1102576,0.6898128,-0.606918,-0.608121,-0.19360045,-0.72142684,2.705018,1.2672268,-0.7769596,-0.6175285,0.06146252,-0.30516937,-0.36424726,-0.6377702,-0.6907723,-0.040549457,-0.52430356
MB-0658,2.35143,-0.7262726,-0.5691869,-0.560222,-0.47674376,-0.49485293,1.3431807,-0.55815756,1.2371179,-0.6842122,2.4340994,0.95775324,2.8432534,-0.4877696,-0.67244315,-0.8436509,-0.3863759,-0.06011802,-0.6030388,-0.033223987,-0.763803,-0.49450943,-0.49579972,0.3169676,1.4494978,-0.580621,0.068632364,0.6648909,-0.4886482,-0.642254,-0.51372105,-0.623361,0.5733712,1.5228207,1.6698316,-0.606918,-0.608121,-0.3949252,-0.72142684,-0.81893384,0.6025233,-0.7769596,-0.6175285,1.5229638,-0.30516937,0.46421063,-0.6377702,-0.7523954,0.6855451,-0.52430356
MB-0899,-0.5585006,-0.65374947,-0.26523313,-0.560222,0.92365503,1.3079364,-0.5703861,0.123355865,-0.2879696,-0.6842122,-0.518791,2.915605,-0.6195251,-0.4877696,0.56794214,-0.5688803,2.475289,-0.70086503,0.018212259,0.20044857,1.5973074,-0.49798006,-0.06382033,-0.6533296,0.7966701,1.2480912,0.3182484,-0.5133693,0.013497919,-0.642254,-0.51372105,0.8431481,-0.78077316,0.8534791,-0.2835406,-0.606918,-0.608121,-0.3411813,-0.72142684,2.0874739,0.5825927,-0.7769596,0.49027997,-0.6152484,-0.30516937,-0.8497385,-0.6377702,-0.5920104,0.8937032,-0.52430356
MB-0605,-0.5585006,1.4737582,-0.48516467,-0.560222,-0.61149657,-0.49485293,-0.5703861,0.7679546,1.3254298,0.74444985,-0.518791,0.6655752,-0.70214677,-0.4877696,1.5698786,1.123801,-0.5882962,-0.70086503,2.1049519,0.44929367,1.3062949,-0.49798006,-0.49579972,-0.6533296,0.13634229,-0.580621,-0.3645919,-0.5133693,-0.3367331,1.8719658,-0.51372105,2.2676373,-0.78077316,0.45841748,1.2673628,-0.606918,-0.608121,-0.2501322,-0.72142684,0.9776317,-0.51725173,-0.7769596,-0.6175285,-0.6152484,-0.053108364,-0.8497385,-0.6377702,0.90561914,-0.60825086,-0.52430356
MB-0258,-0.5585006,-0.08880997,-0.5691869,0.5299593,-0.61149657,-0.49485293,-0.5703861,-0.55815756,-0.8287443,-0.6842122,-0.518791,-0.51565665,-0.70214677,-0.20966133,0.38621855,1.3967328,-0.32334375,-0.70086503,-0.54804647,-0.80296034,-0.763803,0.13418007,-0.10286197,0.10346669,-0.57328403,-0.580621,-0.3645919,-0.48198795,-0.4886482,0.49118197,0.70854574,-0.08787078,-0.78077316,-0.55949104,-0.6076721,0.6442754,0.28753674,-0.34678218,0.016982794,-0.3048846,-0.51725173,-0.12208241,2.6233337,-0.6152484,0.5080626,-0.8497385,0.71745133,-0.7523954,-0.60825086,-0.52430356
MB-0506,-0.5585006,-0.7262726,3.5305154,-0.560222,-0.61149657,-0.49485293,-0.47305778,4.419106,-0.8287443,-0.6842122,-0.518791,-0.51565665,0.15575886,-0.4877696,-0.67244315,-0.8436509,-0.5882962,0.42166352,-0.6030388,4.731406,-0.763803,-0.49798006,-0.49579972,-0.6533296,-0.57328403,3.594981,0.5256597,-0.5133693,4.9809756,-0.642254,-0.51372105,-0.623361,1.8228099,-0.7018208,-0.46376246,-0.606918,3.7162185,-0.3949252,3.1643329,0.1921773,5.3162346,1.8987627,-0.6175285,-0.23963377,-0.30516937,2.4205098,-0.029222786,-0.7523954,-0.60825086,0.38670278
MB-0420,1.5725889,-0.7262726,-0.5691869,-0.560222,-0.5238995,-0.49485293,1.8666947,-0.50456595,1.724801,-0.6842122,2.6263535,0.9679671,2.7949471,-0.37452075,-0.67244315,-0.8436509,-0.5882962,-0.03451532,-0.6030388,0.57872456,-0.6418821,-0.2679379,-0.49579972,0.60965407,1.5032271,-0.580621,0.3063019,1.2746086,-0.4886482,-0.642254,-0.51372105,-0.623361,0.49720788,1.7146912,0.7127788,-0.606918,-0.608121,-0.3949252,-0.72142684,-0.81893384,0.1970591,-0.7769596,-0.6175285,1.804065,-0.30516937,0.53786314,-0.6377702,-0.7523954,0.74432564,-0.26101962
MB-0223,-0.5585006,-0.43313473,-0.5567819,-0.560222,0.1958803,1.2264258,-0.5703861,0.748135,-0.22369361,-0.6842122,-0.518791,1.5365512,0.26056242,-0.4877696,0.5760851,-0.8436509,2.5207188,-0.70086503,-0.4917617,0.6172115,1.4971247,-0.49798006,-0.49579972,-0.6533296,0.4456972,1.7092121,0.5549535,-0.5133693,0.19727221,-0.642254,-0.51372105,0.8252641,-0.671289,0.5866229,-0.28302053,-0.606918,-0.608121,-0.067329556,-0.29675084,2.5327463,1.522867,-0.7769596,1.2822134,-0.6023683,-0.14335789,-0.8497385,-0.20176843,-0.14771903,0.68232906,-0.041846395
MB-0445,0.114314616,0.8462322,-0.5691869,-0.560222,-0.61149657,-0.49485293,-0.5703861,-0.55815756,0.6849536,-0.38509864,-0.518791,-0.08913925,-0.70214677,0.3839739,1.6890566,0.6773085,-0.5882962,-0.70086503,0.8008938,-0.80296034,-0.763803,0.59852105,-0.49579972,-0.6533296,-0.57175386,-0.580621,-0.3645919,-0.5133693,-0.4886482,1.761196,-0.51372105,1.0731905,-0.78077316,-0.0023449063,1.1951499,-0.38870245,-0.608121,0.4701735,-0.72142684,1.4573878,-0.51725173,-0.7769596,1.5773225,-0.6152484,0.6759907,-0.8497385,-0.6377702,0.66873145,-0.38704443,-0.52430356
MB-0199,-0.5585006,1.2084941,-0.23435292,-0.560222,-0.61149657,-0.49485293,-0.5703861,0.5531168,0.79897237,0.65425,-0.518791,0.90141195,-0.70214677,-0.4877696,1.6088521,1.3783731,-0.5882962,-0.70086503,1.9770415,0.31943148,1.3438554,-0.49798006,-0.49579972,-0.6533296,0.33910632,-0.5416967,-0.3645919,-0.5133693,-0.3941862,1.8498837,-0.51372105,2.0137572,-0.78077316,0.7281043,1.2261572,-0.606918,-0.608121,-0.23620573,-0.72142684,1.2037216,-0.51725173,-0.7769596,-0.6175285,-0.6152484,0.31949994,-0.8497385,-0.6377702,0.978799,-0.60825086,-0.52430356
